	doi	pmid	pmcid	id
13805	10.1016/j.lfs.2004.05.039	15642590		MED15642590
13806	10.1074/jbc.m412994200	15640157		MED15640157
13807	10.1021/ja044711z	15571382		MED15571382
13808	10.1016/j.bbrc.2004.09.217	15522194		MED15522194
13809	10.1001/archopht.123.1.25	15642807		MED15642807
13810	10.1074/jbc.m408708200	15569677		MED15569677
13811	10.1126/science.1097243	15604363		MED15604363
13812	10.1136/jmg.40.7.530	12843327	PMC1735527	MED12843327
13813	10.1037/0022-3514.94.5.777	18444738		MED18444738
13814	10.1124/mol.110.067512	20930110	PMC3033709	MED20930110
13815	10.1128/jb.188.5.1969-1978.2006	16484209	PMC1426555	MED16484209
13816	10.1128/jb.00310-07	17468254	PMC1913462	MED17468254
13817		21077410		MED21077410
13818	10.1016/0140-6736(91)90597-i	1678482		MED1678482
13819	10.1007/s10006-003-0487-7	12961075		MED12961075
13820	10.1111/j.1442-2018.2009.00427.x	19298307		MED19298307
13821	10.1016/j.jamcollsurg.2009.01.033	19476833		MED19476833
13822	10.1186/1471-2180-6-26	16524480	PMC1431544	MED16524480
13823	10.1097/hjh.0b013e3282f8e3b6	18398348		MED18398348
13824	10.1074/jbc.m110.172767	20837473	PMC2975165	MED20837473
13825	10.1213/ane.0b013e318165e208	18349203		MED18349203
13826	10.1128/aem.02599-10	21622797	PMC3147385	MED21622797
13827	10.1074/jbc.m513278200	16537533	PMC2241734	MED16537533
13828	10.1194/jlr.m002469	20040630	PMC2853431	MED20040630
13829	10.1016/j.bbaexp.2004.09.008	15507319		MED15507319
13830	10.1196/annals.1324.011	15644350		MED15644350
13831	10.1128/jvi.80.5.2291-2308.2006	16474136	PMC1395382	MED16474136
13832	10.1042/bj20051730	16351573	PMC1482807	MED16351573
13833	10.1016/j.tripleo.2008.12.054	19272804		MED19272804
13834	10.1271/bbb.68.2427	15618611		MED15618611
13835	10.1016/j.diabres.2003.10.029	15563976		MED15563976
13836	10.1111/j.1574-695x.1999.tb01386.x	10536305		MED10536305
13837	10.1080/01443610120072144	11547793		MED11547793
13838	10.1093/bja/73.3.416	7946873		MED7946873
13839	10.1007/s12250-011-3208-7	22160937	PMC8222485	MED22160937
13840	10.1007/s00280-004-0907-x	15538569		MED15538569
13841	10.1016/j.arcmed.2004.10.004	15631872		MED15631872
13842	10.1007/s11046-004-1820-x	15630548		MED15630548
13843	10.1371/journal.pone.0012636	20844582	PMC2936558	MED20844582
13844	10.1128/jvi.00367-11	21525340	PMC3126493	MED21525340
13845	10.1158/1541-7786.mcr-10-0141	20826545	PMC2974017	MED20826545
13846	10.1007/bf03013130	10522582		MED10522582
13847	10.1007/bf02514655	23568117		MED23568117
13848	10.4049/jimmunol.173.8.5180	15470063		MED15470063
13849	10.1177/0146167206296105	17312323		MED17312323
13850	10.1074/jbc.m110.121129	20713353	PMC2963369	MED20713353
13851	10.1007/bf02514644	23568106		MED23568106
13852	10.1213/ane.0b013e3181b5a24b	19923501		MED19923501
13853	10.1038/nm1117	15489860		MED15489860
13854	10.1038/sj.emboj.7601580	17318188	PMC1817628	MED17318188
13855	10.4049/jimmunol.176.3.1534	16424182		MED16424182
13856	10.1242/jcs.02697	16371650	PMC2248276	MED16371650
13857	10.1073/pnas.0509351102	16387853	PMC1326172	MED16387853
13858	10.1074/jbc.m409944200	15377659		MED15377659
13859	10.1097/00000539-199909000-00048	10475325		MED10475325
13860	10.1213/01.ane.0000132969.88550.96	15385341		MED15385341
13861	10.1093/pcp/pch176	15564537		MED15564537
13862	10.1371/journal.pcbi.0030051	17367204	PMC1828704	MED17367204
13863	10.1074/jbc.m402037200	15385543		MED15385543
13864	10.1074/jbc.m110.158378	20720018	PMC2963373	MED20720018
13865	10.1200/jco.2006.06.3743	17290060		MED17290060
13866	10.1007/s10495-006-0626-3	17203245	PMC2740376	MED17203245
13867	10.1111/j.1365-2443.2004.00777.x	15461668		MED15461668
13868	10.1902/jop.2001.72.7.968	11495148		MED11495148
13869	10.1172/jci29852	17290307	PMC1784001	MED17290307
13870	10.1172/jci41769	22080865	PMC3225985	MED22080865
13871	10.2298/sarh0410364m	15794062		MED15794062
13872	10.1002/art.22387	17265502		MED17265502
13873	10.1002/jmv.21376	19031451		MED19031451
13874	10.1210/me.2010-0043	20610538	PMC2940462	MED20610538
13875	10.1136/gut.2007.131359	18192453		MED18192453
13876	10.1016/j.molcel.2004.06.043	15327775		MED15327775
13877	10.1074/jbc.m406397200	15342645		MED15342645
13878	10.4049/jimmunol.173.6.4179	15356169		MED15356169
13879	10.1128/mcb.02347-06	17242203	PMC1820497	MED17242203
13880	10.1213/01.ane.0000253484.19070.87	17242103		MED17242103
13881	10.1016/j.ijcard.2007.10.048	18191479	PMC2615539	MED18191479
13882	10.1016/j.cell.2010.06.020	20655472	PMC2911635	MED20655472
13883	10.1002/anie.200805244	19142922		MED19142922
13884	10.1203/pdr.0b013e3181e0cd97	20386143	PMC3061400	MED20386143
13885	10.1038/nature02889	15311210		MED15311210
13886	10.1074/jbc.m405147200	15302887		MED15302887
13887	10.1080/09658210701390628	17852721		MED17852721
13888	10.1038/sj.cdd.4401420	15044966		MED15044966
13889	10.1111/j.1349-7006.2004.tb03322.x	15298725		MED15298725
13890	10.4049/jimmunol.173.3.1596	15265887		MED15265887
13891	10.1016/j.virusres.2004.03.003	15177893		MED15177893
13892	10.1158/0008-5472.can-04-0552	15313930		MED15313930
13893	10.1038/sj.onc.1207786	15208681		MED15208681
13894	10.1007/bf03009869	8055614		MED8055614
13895	10.1074/jbc.m608307200	17158886		MED17158886
13896	10.1177/0310057x9902700304	10389556		MED10389556
13897	10.1038/sj.onc.1207711	15077176		MED15077176
13898	10.1242/dev.01213	15226262		MED15226262
13899	10.1124/mol.66.1.153	15213307		MED15213307
13900	10.1158/0008-5472.can-03-3025	15256470		MED15256470
13901	10.1016/j.bcp.2010.06.022	20599780	PMC2923254	MED20599780
13902	10.1074/jbc.m403182200	15284244		MED15284244
13903	10.1161/01.cir.0000135599.33787.ca	15249508		MED15249508
13904	10.1074/jbc.m404125200	15215246		MED15215246
13905	10.1371/journal.pbio.0050005	17177604	PMC1702562	MED17177604
13906	10.1074/jbc.m405730200	15210703		MED15210703
13907	10.1242/dev.01257	15269168		MED15269168
13908	10.1186/1476-4598-9-148	20550708	PMC2904725	MED20550708
13909	10.1080/10428190410001667712	15359637		MED15359637
13910	10.1016/s0149-2918(04)90177-4	15336470		MED15336470
13911	10.1016/j.cbi.2004.05.002	15276867		MED15276867
13912	10.1099/mic.0.26825-0	15256569		MED15256569
13913	10.1093/eurheartj/ehp363	19723695		MED19723695
13914	10.1093/hmg/ddl446	17164266		MED17164266
13915	10.5387/fms.53.61	18402286		MED18402286
13916	10.1016/j.cell.2004.07.001	15260988		MED15260988
13917	10.1074/jbc.m405712200	15226312		MED15226312
13918	10.1016/j.cellsig.2010.05.017	20570727	PMC3006087	MED20570727
13919	10.4049/jimmunol.173.2.1360	15240731		MED15240731
13920	10.1182/blood-2004-03-0954	15198948		MED15198948
13921	10.1128/jcm.01696-06	17135436	PMC1829150	MED17135436
13922	10.1161/01.atv.0000133192.39901.be	15155382		MED15155382
13923	10.1074/jbc.m404058200	15181015		MED15181015
13924	10.1074/jbc.m401878200	15169762		MED15169762
13925	10.1016/j.ijpharm.2006.11.033	17169517		MED17169517
13926	10.1177/0148607104028003180	15141412		MED15141412
13927	10.1104/pp.103.037770	15155873		MED15155873
13928	10.1038/nchembio.369	20453864	PMC2873063	MED20453864
13929	10.1038/sj.emboj.7601404	17066076	PMC1636622	MED17066076
13930	10.5483/bmbrep.2005.38.5.507	16202228		MED16202228
13931	10.1126/science.1117768	16099949		MED16099949
13932	10.1177/0310057x9902700109	10050223		MED10050223
13933	10.1016/s0003-4975(98)01155-2	10197686		MED10197686
13934	10.1161/01.str.30.2.414	9933281		MED9933281
13935	10.1007/s00198-008-0727-7	18800179		MED18800179
13936	10.1038/ni1069	15122252		MED15122252
13937	10.2119/2006–00039.gu	17380192	PMC1829195	MED17380192
13938		15232166		MED15232166
13939		15232160		MED15232160
13940	10.1007/s00109-005-0691-z	16133425		MED16133425
13941	10.1161/atvbaha.108.177113	18832753		MED18832753
13942	10.1152/ajpheart.00763.2003	15059775		MED15059775
13943	10.1158/0008-5472.can-03-2654	15059906		MED15059906
13944	10.1016/j.bone.2003.12.016	15050895		MED15050895
13945	10.1107/s0108767304003654	15103161		MED15103161
13946	10.1001/jama.298.13.1539	17911499		MED17911499
13947	10.1002/jcb.22523	20213764	PMC3093967	MED20213764
13948	10.1002/ibd.21133	20014020	PMC3417296	MED20014020
13949	10.1074/jbc.m401588200	15087446		MED15087446
13950	10.1126/science.1095678	15087507		MED15087507
13951	10.1105/tpc.020719	15084715		MED15084715
13952	10.1136/jcp.2008.057257	18794197		MED18794197
13953	10.1093/carcin/bgq282	21186298	PMC3066413	MED21186298
13954	10.1016/j.stem.2010.03.001	20362538	PMC4336800	MED20362538
13955	10.1111/j.1464-410x.2005.05616.x	16042715		MED16042715
13956	10.1167/iovs.10-6233	21282583	PMC3176076	MED21282583
13957	10.1074/jbc.m401323200	15084597		MED15084597
13958	10.1523/jneurosci.1819-06.2006	17005867	PMC6674466	MED17005867
13959	10.1371/journal.pone.0010105	20419128	PMC2855704	MED20419128
13960	10.1093/nar/gkl657	17012269	PMC1636469	MED17012269
13961	10.1074/jbc.m308788200	15007079		MED15007079
13962	10.1158/1535-7163.mct-09-1113	20371723	PMC2852472	MED20371723
13963	10.1073/pnas.0606127103	16973744	PMC1600001	MED16973744
13964	10.1016/j.ajog.2003.09.070	15041987		MED15041987
13965	10.1016/s0010-7824(98)00120-6	10095978		MED10095978
13966	10.1073/pnas.1013021107	21164032	PMC3017190	MED21164032
13967	10.1097/01.phm.0000122877.28631.23	15024332		MED15024332
13968	10.1155/s1064744999000046	10231003	PMC1784716	MED10231003
13969	10.1074/jbc.m308488200	14970239		MED14970239
13970	10.1182/blood-2009-12-257261	20233973	PMC2881506	MED20233973
13971	10.1074/jbc.m605965200	16926154		MED16926154
13972	10.1016/j.fct.2003.09.009	14871577		MED14871577
13973	10.1165/rcmb.2009-0284oc	20348208	PMC3049231	MED20348208
13974	10.1021/jm901773d	20170185	PMC2841718	MED20170185
13975	10.1097/00000542-199811000-00060	9822040		MED9822040
13976	10.1038/sj.bjp.0704814	12163343	PMC1573442	MED12163343
13977	10.1016/s0022-4804(03)00285-3	15013361		MED15013361
13978	10.1128/jvi.00739-06	16920823	PMC1641756	MED16920823
13979	10.1038/sj.onc.1207247	14973554		MED14973554
13980	10.1093/carcin/bgh095	14742313		MED14742313
13981	10.1038/nbt.1610	20190738	PMC2889698	MED20190738
13982	10.1097/00005344-200402000-00007	14716207		MED14716207
13983	10.1158/1078-0432.ccr-0455-03	14977841		MED14977841
13984	10.1128/mcb.00315-06	16847342	PMC1592779	MED16847342
13985	10.3181/0803-rm-84	18641051		MED18641051
13986	10.1126/science.1094515	14963337		MED14963337
13987	10.1007/s00134-003-2110-7	14712346		MED14712346
13988	10.1074/jbc.m110.109272	20194499	PMC2859538	MED20194499
13989	10.1634/stemcells.22-6-950	15536186		MED15536186
13990	10.1002/ajhb.10233	14689513		MED14689513
13991	10.1074/jbc.m109.090209	20154087	PMC2857028	MED20154087
13992	10.1093/bja/71.2.277	8123407		MED8123407
13993	10.1074/jbc.m312972200	14722058		MED14722058
13994	10.1016/j.ygyno.2008.04.033	18589210		MED18589210
13995	10.1016/j.bcp.2010.01.023	20105430	PMC2846982	MED20105430
13996	10.1007/s00262-007-0431-z	18058096		MED18058096
13997	10.1128/cdli.5.5.632-635.1998	9729529	PMC95633	MED9729529
13998	10.1038/sj.onc.1207036	14724575		MED14724575
13999	10.3348/kjr.2002.3.3.180	12271163	PMC2713882	MED12271163
14000	10.1002/cncr.24236	19402060		MED19402060
14001	10.1182/blood-2009-10-246959	20124219	PMC2852366	MED20124219
14002	10.1111/j.1742-481x.2007.00424.x	18494624	PMC7951475	MED18494624
14003		14744033		MED14744033
14004	10.1016/s0149-2918(03)90097-x	14749151		MED14749151
14005	10.1016/s0149-2918(03)90094-4	14749148		MED14749148
14006	10.1074/jbc.m109.095208	20065354	PMC2843169	MED20065354
14007	10.1136/bmj.317.7159.687	9728016	PMC1113855	MED9728016
14008	10.1074/jbc.m310401200	14679216		MED14679216
14009	10.1016/s0959-289x(03)00101-8	15321434		MED15321434
14010	10.1074/jbc.m312895200	14684736		MED14684736
14011	10.1074/jbc.m311064200	14699092		MED14699092
14012	10.1007/s10875-006-9028-0	16779680		MED16779680
14013	10.1124/mol.107.044396	18524889		MED18524889
14014	10.1016/j.neubiorev.2004.10.004	15811494		MED15811494
14015	10.1074/jbc.m604636200	16754685		MED16754685
14016	10.1172/jci28423	16767222	PMC1474819	MED16767222
14017		17702391		MED17702391
14018	10.1158/1078-0432.ccr-09-1983	20068105	PMC2943842	MED20068105
14019	10.3109/02713680903374208	20021254	PMC2827929	MED20021254
14020	10.4142/jvs.2006.7.2.167	16645343	PMC3242110	MED16645343
14021	10.1016/j.sleep.2007.02.002	17512795		MED17512795
14022	10.1016/s0140-6736(07)61014-9	17604800		MED17604800
14023	10.1016/j.jchromb.2006.04.040	16725387		MED16725387
14024		14612541		MED14612541
14025	10.1038/362450a0	8096625		MED8096625
14026	10.1001/jamapsychiatry.2013.399	24048210	PMC4026855	MED24048210
14027	10.1074/jbc.m309314200	14530262		MED14530262
14028	10.1093/nar/gkp768	19808933	PMC2794162	MED19808933
14029	10.1046/j.1462-2920.2003.00513.x	14510839		MED14510839
14030	10.1248/bpb.26.1517	14600393		MED14600393
14031	10.2337/db09-0979	19933999	PMC2809953	MED19933999
14032	10.1073/pnas.0911570106	19918075	PMC2787152	MED19918075
14033	10.1186/1742-4690-3-22	16603085	PMC1483830	MED16603085
14034	10.1073/pnas.0600345103	16611728	PMC1458946	MED16611728
14035	10.1016/j.cellimm.2005.04.019	15950961		MED15950961
14036	10.1007/bf00636263	8213314		MED8213314
14037	10.1042/cs20030087	12797863		MED12797863
14038	10.1002/ijc.11239	12845662		MED12845662
14039	10.1074/jbc.m109.033407	19897480	PMC2801278	MED19897480
14040	10.1124/jpet.109.161570	19926800	PMC2835449	MED19926800
14041	10.1210/jc.2003-030276	14557482		MED14557482
14042	10.1074/jbc.m305602200	14504291		MED14504291
14043	10.1016/s0960-0760(03)00345-5	14623532		MED14623532
14044	10.1055/s-2005-921199	16557440		MED16557440
14045	10.1001/jama.299.13.1574	18387932		MED18387932
14046		9810412		MED9810412
14047	10.1007/bf01709277	8440798		MED8440798
14048	10.1212/01.wnl.0000078892.24356.90	12913194		MED12913194
14049	10.1016/s1534-5807(03)00206-5	12919678		MED12919678
14050	10.1111/j.1745-6584.2003.tb02398.x	13678114		MED13678114
14051	10.1007/bf02758175	10878871		MED10878871
14052	10.1016/j.juro.2008.01.007	18355855		MED18355855
14053	10.1124/mol.107.041350	18287248		MED18287248
14054	10.1038/360745a0	1281519		MED1281519
14055	10.5483/bmbrep.2006.39.2.208	16584637		MED16584637
14056	10.2353/ajpath.2006.050801	16507902	PMC1606536	MED16507902
14057	10.1111/j.1600-6143.2005.01201.x	16468955		MED16468955
14058	10.1210/me.2009-0231	19819984	PMC2796148	MED19819984
14059	10.1074/jbc.m305944200	12874281		MED12874281
14060	10.1016/j.cell.2008.01.051	18358812		MED18358812
14061	10.1074/jbc.m303248200	12909638		MED12909638
14062	10.1038/emm.2006.8	16520554		MED16520554
14063	10.1213/01.ane.0000194879.85643.ff	16428550		MED16428550
14064		12960143		MED12960143
14065	10.1021/nn900887m	19772305		MED19772305
14066	10.1126/science.1455228	1455228		MED1455228
14067	10.1242/jcs.00639	12840074		MED12840074
14068	10.1002/path.1369	12845635		MED12845635
14069	10.1074/jbc.m306104200	12900407		MED12900407
14070	10.1111/j.1447-0756.1998.tb00054.x	9564108		MED9564108
14071	10.1073/pnas.95.5.2670	9482945	PMC19456	MED9482945
14072	10.1161/circresaha.109.207266	19815820	PMC2801080	MED19815820
14073	10.1212/01.wnl.0000257089.50476.92	17372126		MED17372126
14074		17520820		MED17520820
14075	10.1074/jbc.m301481200	12826679		MED12826679
14076	10.1126/science.1086870	12869699		MED12869699
14077	10.1164/rccm.200903-0324oc	19797762	PMC2796732	MED19797762
14078	10.1046/j.1525-1438.1992.02060281.x	11576270		MED11576270
14079	10.1136/bjo.2005.083519	16424524	PMC1860194	MED16424524
14080	10.1371/journal.pgen.1000680	19816568	PMC2752189	MED19816568
14081		9510328	PMC1369615	MED9510328
14082	10.1161/circresaha.107.165464	18202313		MED18202313
14083	10.1523/jneurosci.18-04-01393.1998	9454848	PMC6792717	MED9454848
14084	10.1038/sj.embor.7400551	16239928	PMC1369221	MED16239928
14085	10.1007/s00787-003-0327-1	12768462		MED12768462
14086	10.1164/rccm.200901-0116oc	19762564	PMC2796733	MED19762564
14087	10.1016/s0966-3274(03)00054-6	12967786		MED12967786
14088	10.1093/bja/aen353	19074154		MED19074154
14089		1341533		MED1341533
14090	10.1080/14786410500078276	16286305		MED16286305
14091	10.1111/j.1471-4159.2009.06390.x	19765189	PMC3740574	MED19765189
14092	10.1073/pnas.1014792108	21252304	PMC3033299	MED21252304
14093	10.1038/nature01730	12808467		MED12808467
14094	10.1017/s0265021506002286	17241506		MED17241506
14095	10.1074/jbc.m303886200	12750372		MED12750372
14096	10.1002/jnr.10615	12749022		MED12749022
14097	10.4049/jimmunol.170.11.5690	12759451		MED12759451
14098	10.1152/ajpendo.00323.2009	19690068	PMC2763789	MED19690068
14099	10.1037/0022-3514.92.1.106	17201546		MED17201546
14100	10.1016/j.biopsych.2009.07.004	19716552	PMC2787791	MED19716552
14101	10.1002/ijc.23107	17935130		MED17935130
14102	10.3349/ymj.2005.46.6.750	16385649	PMC2810587	MED16385649
14103	10.1128/mcb.00987-12	23438597	PMC3624176	MED23438597
14104	10.4049/jimmunol.170.10.5045	12734349		MED12734349
14105	10.1093/nar/gki976	16314306	PMC1301593	MED16314306
14106	10.1016/s1567-1356(03)00039-4	12748047		MED12748047
14107	10.1038/sj.emboj.7600874	16308569	PMC1356322	MED16308569
14108	10.1016/j.bcp.2009.08.007	19682434	PMC3181149	MED19682434
14109	10.1158/0008-5472.can-07-2803	18056465		MED18056465
14110	10.1074/jbc.m109.036541	19641226	PMC2785678	MED19641226
14111	10.1074/jbc.m705409200	18083712		MED18083712
14112	10.1177/0148607103027003216	12757116		MED12757116
14113	10.2337/db07-0847	18071026		MED18071026
14114	10.1371/journal.pone.0022730	21829495	PMC3145673	MED21829495
14115		11708015		MED11708015
14116	10.1016/s0092-8674(03)00200-9	12679039		MED12679039
14117	10.1093/bja/aeg089	12644421		MED12644421
14118	10.1128/mcb.25.21.9324-9339.2005	16227584	PMC1265819	MED16227584
14119	10.1038/sj.ejcn.1600476	9368808		MED9368808
14120	10.2337/db12-1229	23396401	PMC3712073	MED23396401
14121	10.1007/s11427-007-0101-6	17973093		MED17973093
14122	10.1021/ja016403w	11572705		MED11572705
14123	10.1111/j.1582-4934.2008.00547.x	19602045	PMC2829341	MED19602045
14124	10.2337/diabetes.54.11.3089	16249430		MED16249430
14125	10.1182/blood-2009-03-209247	19643988	PMC2927045	MED19643988
14126	10.1038/sj.onc.1208866	16170379		MED16170379
14127	10.1042/bj20050269	16026327	PMC1317679	MED16026327
14128	10.1038/sj.emboj.7600853	16252006	PMC1283952	MED16252006
14129	10.1038/ng1121	12612585		MED12612585
14130	10.1631/jzus.2003.0236	12659241		MED12659241
14131	10.1073/pnas.94.19.10178	9294183	PMC23335	MED9294183
14132	10.1016/j.jep.2005.08.060	16207520		MED16207520
14133	10.3109/10428190109099329	11697497		MED11697497
14134	10.1038/ncb955	12652309		MED12652309
14135	10.1172/jci34378	18802477	PMC2542847	MED18802477
14136	10.1021/ol901114f	19527003	PMC2727599	MED19527003
14137	10.1152/ajpcell.00042.2007	17977947		MED17977947
14138	10.1007/bf03017799	12620953		MED12620953
14139	10.1016/s0166-6851(02)00303-1	12615337		MED12615337
14140	10.1177/0269881103017001714	12680748		MED12680748
14141	10.1038/ncb942	12598905		MED12598905
14142	10.1074/jbc.m207380200	12569102		MED12569102
14143	10.1111/j.1365-2702.2008.02558.x	18752540		MED18752540
14144	10.1073/pnas.1010700107	20974934	PMC2984223	MED20974934
14145	10.1017/s0265021503000322	12650488		MED12650488
14146	10.1210/jc.2002-021325	12629129		MED12629129
14147	10.1046/j.1365-313x.2003.01676.x	12609035		MED12609035
14148	10.1371/journal.pone.0006049	19557177	PMC2698216	MED19557177
14149	10.3390/10091126	18007378	PMC6147698	MED18007378
14150	10.1165/rcmb.2005-0236oc	16166739		MED16166739
14151	10.1212/01.wnl.0000047345.05818.8b	12601103		MED12601103
14152	10.1080/00207450390162029	12751431		MED12751431
14153	10.1126/science.1098432	15218149		MED15218149
14154		1536949		MED1536949
14155	10.1152/ajpheart.00294.2009	19502558	PMC2724203	MED19502558
14156		1490124		MED1490124
14157	10.1016/0195-6701(92)90059-u	1348070		MED1348070
14158	10.4049/jimmunol.170.1.64	12496384		MED12496384
14159	10.1161/01.hyp.0000053552.86367.12	12511546		MED12511546
14160	10.1016/j.cmet.2009.04.010	19490905	PMC2778471	MED19490905
14161	10.1038/nature08072	19430463		MED19430463
14162	10.1161/circulationaha.107.716498	17875968		MED17875968
14163	10.1001/archinte.165.15.1737	16087821		MED16087821
14164		16383300		MED16383300
14165	10.1159/000474765	1468483		MED1468483
14166	10.1016/j.yjmcc.2007.08.021	18076901		MED18076901
14167	10.1002/ijc.23590	18431742		MED18431742
14168	10.1016/0306-4522(92)90408-t	1603334		MED1603334
14169	10.1074/jbc.m109.012583	19403525	PMC2719350	MED19403525
14170	10.3349/ymj.2004.45.suppl.23	15250046		MED15250046
14171	10.1016/j.yjmcc.2007.08.022	17976641		MED17976641
14172	10.1002/art.10674	12483735		MED12483735
14173	10.1046/j.1440-1681.2002.03780.x	12390292		MED12390292
14174	10.1016/1010-7940(92)90133-i	1449813		MED1449813
14175	10.1074/jbc.m210637200	12488443		MED12488443
14176	10.1111/j.1469-7610.2006.01647.x	16930383		MED16930383
14177	10.1074/jbc.m210422200	12438313		MED12438313
14178	10.1182/blood-2002-08-2406	12480701		MED12480701
14179	10.1038/sj.gt.3301831	12407422		MED12407422
14180	10.1074/jbc.m208247200	12446702		MED12446702
14181	10.1021/ja801572n	18597465		MED18597465
14182	10.1089/104454704774076127	15165381		MED15165381
14183		1655255		MED1655255
14184		12417916		MED12417916
14185	10.1093/bja/aef242	12393770		MED12393770
14186		1876370		MED1876370
14187	10.1097/00043764-199704000-00008	9113601		MED9113601
14188	10.1073/pnas.1006901107	20798047	PMC2936598	MED20798047
14189	10.1523/jneurosci.3233-12.2012	23152630	PMC3752145	MED23152630
14190	10.1074/jbc.m207434200	12424248		MED12424248
14191	10.1161/01.cir.0000031332.45480.79	12370229		MED12370229
14192	10.1046/j.1471-4159.2002.01097.x	12358731		MED12358731
14193	10.1007/bf02691067	1760380		MED1760380
14194	10.1016/j.bcmd.2007.05.009	17644368		MED17644368
14195	10.1164/rccm.200601-072oc	16840747		MED16840747
14196		16053786		MED16053786
14197	10.1038/nature01126	12397363		MED12397363
14198	10.1016/s0021-9258(19)47411-5	1654331		MED1654331
14199	10.1523/jneurosci.1025-07.2007	17611265	PMC3868967	MED17611265
14200	10.1074/jbc.m204423200	12223473		MED12223473
14201	10.1152/japplphysiol.91571.2008	19286571	PMC4073970	MED19286571
14202	10.1037/0022-3514.92.6.1051	17547488		MED17547488
14203	10.4049/jimmunol.169.8.4594	12370398		MED12370398
14204	10.1007/s10350-003-0067-9	14978625		MED14978625
14205	10.1017/s0265021508004328	18426626		MED18426626
14206	10.1074/jbc.m203957200	12196513		MED12196513
14207	10.1038/sj.onc.1210572	17563745		MED17563745
14208		11682002		MED11682002
14209	10.1212/wnl.59.5.724	12221164		MED12221164
14210	10.1158/0008-5472.can-07-0649	17575123		MED17575123
14211	10.1007/s00134-002-1435-y	12373472		MED12373472
14212	10.1111/j.1471-4159.2012.07954.x	22924694	PMC3472116	MED22924694
14213	10.1017/s0265021502000996	12200953		MED12200953
14214		12243356		MED12243356
14215		15055483		MED15055483
14216	10.1152/ajpendo.00096.2002	12388152		MED12388152
14217	10.1126/science.1074501	12351788		MED12351788
14218	10.1158/1940-6207.capr-08-0129	19223576	PMC2652513	MED19223576
14219	10.1038/onc.2008.476	19151763	PMC2651999	MED19151763
14220	10.1002/(sici)1096-8628(19961230)66:4<403::aid-ajmg4>3.0.co;2-l	8989457		MED8989457
14221	10.1371/journal.pbio.0030123	15769183	PMC1065267	MED15769183
14222	10.1182/blood-2008-10-183772	19196658	PMC2676088	MED19196658
14223	10.1016/j.jep.2005.01.027	15763381		MED15763381
14224	10.1124/mol.107.034827	17456787		MED17456787
14225	10.1079/pns2002174	12230798		MED12230798
14226	10.1097/00000539-200208000-00041	12145071		MED12145071
14227	10.1074/jbc.m203007200	12149247		MED12149247
14228	10.1016/j.cell.2008.12.021	19203584	PMC5647584	MED19203584
14229	10.1037/0022-3514.83.1.60	12088133		MED12088133
14230	10.1007/s10911-012-9241-9	22293951		MED22293951
14231	10.1016/j.jep.2005.01.006	15740897		MED15740897
14232	10.1099/vir.0.80531-0	15784899	PMC2917180	MED15784899
14233	10.1006/exnr.2002.7968	12359172		MED12359172
14234	10.7326/0003-4819-144-9-200605020-00009	16670135		MED16670135
14235	10.1182/blood-2008-12-192385	19141861	PMC2661868	MED19141861
14236	10.1103/physreve.79.011115	19257009		MED19257009
14237	10.1074/jbc.m808999200	19158084	PMC2658039	MED19158084
14238	10.1152/ajpheart.00777.2008	19112096	PMC2660232	MED19112096
14239	10.1172/jci22758	15761501	PMC1062891	MED15761501
14240	10.1111/j.1365-2648.2006.03804.x	16553702		MED16553702
14241	10.1046/j.1460-9568.2002.02087.x	12169113		MED12169113
14242	10.1038/sj.bjc.6602376	15756262	PMC2361924	MED15756262
14243	10.2466/pr0.1991.68.2.500	1862181		MED1862181
14244	10.1158/1541-7786.mcr-08-0154	19147543	PMC2677182	MED19147543
14245	10.2106/jbjs.d.02283	15741619		MED15741619
14246	10.1002/art.10305	12115185		MED12115185
14247	10.1074/jbc.m204376200	12077140		MED12077140
14248		12036909		MED12036909
14249	10.1016/s0008-6363(02)00266-3	12031711		MED12031711
14250	10.1007/s10059-009-0097-9	15750337		MED15750337
14251	10.1128/mcb.25.3.1013-1024.2005	15657429	PMC543993	MED15657429
14252	10.1128/jvi.79.3.1569-1580.2005	15650183	PMC544105	MED15650183
14253	10.1128/jvi.79.3.1367-1378.2005	15650163	PMC544134	MED15650163
14254	10.1046/j.1524-4741.2002.08405.x	12100113		MED12100113
14255	10.1093/bja/aen016	18305082		MED18305082
14256	10.1074/jbc.m204665200	12171997		MED12171997
14257	10.1007/s11064-008-9893-4	19115107	PMC2758381	MED19115107
14258	10.1017/s0265021505000360	15852994		MED15852994
14259	10.1016/j.urology.2007.01.097	17445657		MED17445657
14260	10.1152/ajpcell.00324.2008	19261910	PMC2660259	MED19261910
14261		19043384		MED19043384
14262	10.4049/jimmunol.181.11.7863	19017976	PMC2606976	MED19017976
14263	10.1152/ajpheart.01012.2001	12003802		MED12003802
14264		1996082		MED1996082
14265		12297011		MED12297011
14266	10.1097/00000542-200205000-00012	11981149		MED11981149
14267	10.1371/journal.ppat.1000210	19023421	PMC2582132	MED19023421
14268	10.1113/expphysiol.2004.029371	15640275		MED15640275
14269	10.1128/iai.01192-08	19075027	PMC2643639	MED19075027
14270	10.1038/nature00818	12087401		MED12087401
14271	10.2337/diabetes.54.1.152	15616023		MED15616023
14272	10.1248/bpb.28.361	15684500		MED15684500
14273	10.1128/jb.187.3.884-889.2005	15659666	PMC545734	MED15659666
