pmid,doi
24260427,10.1371/journal.pone.0080584
23447532,10.1074/jbc.m112.442384
19196478,10.1186/1477-7800-6-4
27872302,10.1073/pnas.1613440113
22561557,10.1016/j.canlet.2012.02.038
23480961,10.1016/j.micres.2013.02.002
20434046,10.1016/j.jstrokecerebrovasdis.2009.04.006
24244598,10.1371/journal.pone.0080026
24287473,10.1038/srep03377
21582090,10.1107/s1600536809005765
22677091,10.1016/j.cbd.2012.05.001
22564862,10.1016/j.pbb.2012.04.008
24260228,10.1371/journal.pone.0079472
22578515,10.1016/j.jchromb.2012.04.022
24253043,10.1074/jbc.m113.535427
21805413,10.4318/tjg.2011.0208
16319506,10.1159/000089918
22489770,10.1021/am300292v
20417243,10.1016/j.fct.2010.04.028
16394597,10.1536/ihj.46.1015
24229431,10.1186/2047-783x-18-44
16260544,10.1097/00006250-200511000-00057
26227783,10.1038/srep12770
22543014,10.1016/j.cbi.2012.04.005
16465358,
24227844,10.1128/jvi.02351-13
21651989,10.1016/j.bbalip.2011.05.008
28710258,10.1101/cshperspect.a033415
22547718,10.14219/jada.archive.2012.0207
22311724,10.1002/stem.1051
24255131,10.1074/mcp.m113.034025
20418299,10.1213/ane.0b013e3181d5e3ef
22516011,10.1016/j.neuroscience.2012.03.030
22552445,10.3892/or.2012.1788
23408929,10.1371/journal.pone.0051309
24288678,10.1155/2013/417928
23336521,10.1111/jnc.12153
23381122,10.1007/s00395-013-0335-3
24244175,10.1371/journal.pgen.1003791
21581764,10.1107/s1600536808043948
22588407,10.3928/01477447-20120426-19
24195809,10.1186/1471-2407-13-527
19253806,
19127202,10.1249/mss.0b013e3181878067
24152941,10.1186/1746-1596-8-179
26792859,10.1074/jbc.m115.669952
22528948,10.1007/s13277-012-0401-8
24441797,10.1097/sla.0000000000000484
24216760,10.1128/mcb.00799-13
24895501,10.1007/s13139-010-0027-y
19183482,10.1186/1477-7525-7-6
19151195,10.1164/rccm.200806-908oc
22484401,10.1016/j.ygyno.2012.03.051
17719120,10.1016/j.jconrel.2007.07.009
24294851,10.3760/cma.j.issn.0253-2727.2013.11.009
20350405,10.3201/eid1604.091583
19132101,10.1371/journal.pone.0004168
22500804,10.1016/j.cell.2012.02.051
16076637,10.1080/14786410512331328159
16291386,10.1016/j.surg.2005.04.018
21581763,10.1107/s1600536808043936
16254035,10.1210/en.2005-0510
24187487,10.2147/dddt.s52809
22458981,10.1016/j.jneuroim.2012.03.002
17918285,
17572536,10.1097/01.prs.0000256044.66107.a6
24004248,10.1089/ten.tea.2012.0514
21569412,10.1186/1749-8090-6-69
20101332,10.4103/0019-5154.57607
22483618,10.1016/j.molcel.2012.03.002
22484149,10.1016/j.actbio.2012.03.048
19876456,10.4103/0970-0218.44520
19117294,10.1002/lary.20004
19031236,10.1080/00207140802463799
18765339,10.1098/rspb.2008.1021
17852805,10.1080/00365510701532662
19255635,10.6026/97320630003205
22439872,10.3109/02652048.2012.668959
24101190,10.1007/s13277-013-1216-y
22475934,10.1016/j.mrgentox.2012.03.003
20331515,10.1111/j.1399-3046.2009.01277.x
19881173,10.4103/0972-5229.53109
19100512,10.1016/j.cancergencyto.2008.08.007
22498177,10.1016/j.brainres.2012.03.038
19513288,10.3988/jcn.2008.4.4.139
24098415,10.1371/journal.pone.0075994
25565812,10.2147/ijn.s70449
22458639,10.1111/j.1442-2050.2012.01332.x
25232713,10.1097/mpa.0000000000000217
24098807,10.1371/journal.pone.0076809
19086961,10.1111/j.1572-0241.2008.01743.x
19040571,10.1111/j.1365-2184.2008.00566.x
17301435,04.03/ijaai.129132
16200333,
16116011,10.1213/01.ane.0000160532.77128.89
22482729,10.1016/j.cmet.2012.03.003
22465710,10.1016/j.biocel.2012.03.008
17689277,10.1016/j.semcdb.2007.06.005
23333094,10.1016/j.jnutbio.2012.10.001
22447049,10.4012/dmj.2011-138
24116023,10.1371/journal.pone.0075046
20130482,10.1097/rhu.0b013e3181cf344f
24059746,10.1186/1471-2407-13-433
22380661,10.1111/j.1471-4159.2012.07717.x
17545440,10.2106/jbjs.f.00906
21581202,10.1107/s1600536808038178
16145285,10.1159/000088098
26698881,10.1074/jbc.m115.694059
16230795,10.4103/0028-3886.16926
16141747,10.1097/01.phm.0000176552.20059.e1
24042441,10.3892/ijo.2013.2103
26675721,10.1038/nature16193
21581201,10.1107/s1600536808038440
24023916,10.1371/journal.pone.0073952
22356310,10.1111/j.1751-2980.2011.00571.x
24026537,10.1098/rsob.130102
22191421,10.1111/j.1471-4159.2011.07639.x
15870997,10.1007/s00113-005-0932-1
15935697,10.1016/j.pep.2005.04.007
24069144,10.1371/journal.pone.0072333
22149086,10.1089/ars.2011.4224
20103540,10.1213/ane.0b013e3181cde870
18979051,10.1100/tsw.2008.142
16094364,10.1038/nature03828
24010894,10.1186/1472-6882-13-222
20510289,10.1016/j.soard.2010.01.006
22387856,10.1016/j.ejphar.2012.02.023
22364172,10.1021/am201659n
23991193,10.1371/journal.pone.0073405
23204239,10.1158/0008-5472.can-12-1123
21581121,10.1107/s1600536808035150
24069157,10.1371/journal.pone.0072758
21395560,10.1111/j.1399-0039.2010.01622.x
16045557,10.1111/j.1442-2042.2005.01111.x
22353048,10.1037/h0093937
24046522,10.7150/ijms.6308
19024117,10.2298/vsp0810733m
22343171,10.1016/j.joca.2012.01.018
22289270,10.1016/j.lfs.2011.12.013
22326593,10.1016/j.exppara.2012.01.019
17369374,
15979490,10.1016/j.jinf.2004.08.022
15700310,10.1002/ijc.20917
22179404,10.1097/tp.0b013e31823ffce7
22290426,10.1007/s13277-012-0339-x
20925617,10.3109/01443615.2010.508850
23990930,10.1371/journal.pone.0071127
18928560,10.1186/1743-7075-5-27
25372875,10.1371/journal.pone.0112135
22260903,10.1016/j.ijbiomac.2012.01.001
23959866,10.1073/pnas.1216844110
22246399,10.3892/ijo.2012.1330
22277264,10.1016/j.neurobiolaging.2011.12.023
18806057,10.1213/ane.0b013e31817f6d2e
21976040,10.1002/jcb.23396
22233633,10.1038/ncomms1623
19008172,
18790478,10.1016/j.ijnurstu.2008.08.007
23169611,10.1124/dmd.112.045674
23132296,10.1152/ajpendo.00176.2012
23940039,10.1074/jbc.m113.462218
26528912,10.1371/journal.pone.0140587
23936343,10.1371/journal.pone.0069669
26553932,10.1083/jcb.201504073
20067456,10.1111/j.1464-410x.2009.09154.x
22557306,
23922721,10.1371/journal.pone.0069485
22372412,10.3109/02699052.2011.650664
23937454,10.1186/1471-230x-13-126
23927930,10.1210/me.2013-1048
20005132,10.1053/j.jvca.2009.09.014
17464802,10.1080/01443610701194762
22261858,10.1007/s11418-011-0623-x
16649305,
19562870,10.2298/sarh08s3210n
19128265,10.1111/j.1524-475x.2008.00420.x
17416190,
23108666,10.1242/jcs.115188
24800233,10.1155/2014/486407
23937678,10.1186/1471-2393-13-160
22246223,10.3892/or.2012.1623
22246108,10.1039/c2ob06711k
17670430,10.1510/icvts.2005.107755
15886487,10.1159/000085681
21201013,10.1107/s1600536808028389
25229257,10.1001/jamapsychiatry.2014.1221
23902907,10.1098/rspb.2013.1407
23936228,10.1371/journal.pone.0070558
22213737,10.1136/thoraxjnl-2011-200405
22194411,10.1126/science.1210400
22215414,10.1007/s12032-011-0143-2
21806545,10.1042/cs20110114
15872123,10.1007/bf03016524
16508680,
15940106,10.1016/j.annemergmed.2004.09.036
22202181,10.1016/j.exppara.2011.12.004
22631635,10.7314/apjcp.2012.13.3.1043
22259793,
22185780,10.4161/cc.11.1.18097
23857586,10.1074/jbc.m113.473397
23894420,10.1371/journal.pone.0069134
17562229,
22179408,10.1159/000334713
23894414,10.1371/journal.pone.0069102
26590423,10.1016/j.cell.2015.10.031
21201598,10.1107/s1600536808023507
28884473,10.1002/14651858.cd011823.pub2
18688632,10.1007/s00405-008-0766-x
15817890,10.1161/01.str.0000163102.49888.b7
15819713,10.1111/j.1600-0404.2005.00403.x
23836916,10.1074/jbc.m113.484253
21201691,10.1107/s1600536808024616
23936800,10.1155/2013/438243
22161306,10.1002/jat.1775
15802129,10.1016/j.ab.2005.01.013
18669965,10.1302/0301-620x.90b8.20349
23861775,10.1371/journal.pone.0067591
18671843,10.1186/1752-1947-2-255
23070984,10.1002/clc.22062
23936798,10.1155/2013/434561
18662397,10.1186/1477-3163-7-3
22027512,10.1097/wnr.0b013e32834d38ce
22170570,10.1007/s11010-011-1151-4
23067117,10.1037/a0030094
15798955,10.1016/j.metabol.2004.10.017
25365407,10.1097/md.0000000000000093
15849231,10.1093/brain/awh528
19948082,10.1348/014466609x476827
22213426,10.1002/jcp.24036
26447218,10.1152/ajprenal.00233.2015
18688676,10.1007/s00455-008-9165-0
23086932,10.1074/jbc.m112.387738
23836914,10.1074/jbc.m113.470724
23800042,10.1186/1746-1596-8-104
18693175,
21148031,10.1158/1541-7786.mcr-10-0158
18681910,10.1111/j.1582-4934.2008.00451.x
23829315,10.1089/dna.2013.1974
22088136,10.1021/nn2036818
23044393,10.1016/j.bbabio.2012.09.016
21150331,10.4161/cc.9.24.14246
23874414,10.1371/journal.pone.0067342
15811683,10.1016/j.jhazmat.2005.01.004
15778342,10.4049/jimmunol.174.7.3880
18664249,10.1186/1740-2557-5-4
23840320,10.1371/journal.pone.0065218
22096152,10.1099/mic.0.053298-0
23836907,10.1074/jbc.m113.471433
23840897,10.1371/journal.pone.0068574
25142196,10.1001/jamapsychiatry.2014.1054
16138565,10.1291/hypres.28.345
15782369,10.1002/anie.200462187
17700910,
20146871,10.1177/147323000903700609
21203025,10.1107/s1600536808021892
18590891,10.1053/j.jfas.2008.04.005
22129045,10.3109/13880209.2011.608193
21203057,10.1107/s1600536808022952
23776449,10.1371/journal.pone.0065187
15781007,10.1016/j.bone.2005.01.011
23785404,10.1371/journal.pone.0064707
18581155,10.1007/s11325-008-0201-y
21202806,10.1107/s1600536808018552
23762395,10.1371/journal.pone.0065556
24688432,10.1155/2014/802437
22119609,10.1016/s0140-6736(11)61715-7
22087816,10.1021/ol202721h
22840182,10.1089/ten.tea.2012.0127
22037210,10.4161/cc.10.21.17903
21202788,10.1107/s1600536808017984
15757900,10.1074/jbc.m414204200
21202781,10.1107/s1600536808017893
24295665,10.1016/j.thorsurg.2013.09.005
19876475,10.4103/0970-0218.42051
19742250,10.4103/0972-5229.43684
19863517,10.1111/j.1464-410x.2009.09041.x
15934020,10.1002/ptr.1682
15848514,10.1016/j.transproceed.2004.12.137
23776453,10.1371/journal.pone.0065217
23029172,10.1371/journal.pone.0045667
19547693,10.4103/0972-9941.43091
23729649,10.1128/jb.00242-13
21202805,10.1107/s1600536808018539
21202804,10.1107/s1600536808018540
22051236,10.1016/j.actbio.2011.10.022
23740250,10.1074/jbc.m113.451088
23708966,10.1038/nature12201
23785291,10.1371/journal.ppat.1003435
15902754,
18515539,10.1097/aog.0b013e31817d24eb
23762387,10.1371/journal.pone.0065539
23733201,10.2337/db13-0264
17852474,10.1080/09687630701539293
23697595,10.1186/1748-717x-8-125
23704922,10.1371/journal.pone.0063588
22936273,10.1152/ajpgi.00231.2012
23724014,10.1371/journal.pone.0064000
23681795,10.1007/s13277-013-0773-4
25184210,10.1371/journal.pone.0105801
23734258,10.1371/journal.pone.0065456
23696868,10.1371/journal.pone.0064171
23696862,10.1371/journal.pone.0063966
23750283,10.1371/journal.pone.0066275
15704900,10.1021/ol047676+
23696886,10.1371/journal.pone.0064373
20958973,10.1186/1471-2474-11-241
23671108,10.1073/pnas.1301480110
21983222,10.1016/j.ijmedinf.2011.08.013
23649173,10.1001/jamainternmed.2013.650
23675406,10.1371/journal.pone.0060727
21202491,10.1107/s1600536808013743
16617846,
16249842,10.1007/s00595-005-3056-x
22019171,10.1016/j.juro.2011.07.107
22032948,10.1016/j.neuroimage.2011.10.032
22009418,10.1007/s11604-011-0613-7
25716016,10.1177/1535370215573391
26317848,10.1021/acschembio.5b00632
23696846,10.1371/journal.pone.0063680
17056245,10.1016/j.rmed.2006.09.002
21949090,10.1177/0748233711416951
18351416,10.1007/s00266-008-9118-x
21902595,10.1089/ars.2011.3975
16270447,
25694519,10.1128/jcm.02540-14
21858694,10.1007/s10930-011-9352-y
17047255,10.1128/mcb.01723-06
24397981,10.1161/circresaha.114.302420
20929972,10.1093/rheumatology/keq304
22823563,10.1111/j.1745-6584.2012.00965.x
23611468,10.3109/02699052.2013.775500
15590672,10.1074/jbc.m410405200
18969990,10.1016/j.talanta.2004.11.021
18427122,10.1073/pnas.0709477105
15582998,10.1074/jbc.m412330200
21911428,10.1177/0748233711413797
21968712,10.1038/icb.2011.80
23658789,10.1371/journal.pone.0062942
21940960,10.1161/strokeaha.111.626325
21202492,10.1107/s1600536808013755
18426330,08113/aim.0020
22851539,10.1161/circresaha.112.273649
23738323,10.1155/2013/210604
27657866,10.1038/nchem.2551
22872060,10.1093/toxsci/kfs242
24141646,10.1097/eja.0b013e328365ae28
15622356,10.1016/j.jvs.2004.08.055
23626466,10.2147/ijn.s33589
17532697,10.2165/00044011-200525080-00006
16200153,10.1080/08998280.2005.11928039
19690913,10.1007/s00464-009-0657-2
18410446,10.1111/j.1365-2141.2008.07114.x
25184149,10.1155/2014/624573
23638106,10.1371/journal.pone.0062529
21948030,10.5301/hip.2011.8657
21917550,10.1105/tpc.111.088815
23676807,10.1308/003588413x13511609958136
23658180,10.1523/jneurosci.4610-12.2013
23630579,10.1371/journal.pone.0061079
21911425,10.1177/0748233711410916
21921049,10.1182/blood-2011-04-342998
17021747,10.1007/s00384-006-0198-2
18389185,10.1007/s00270-008-9326-4
26292327,10.1128/jvi.01587-15
26234182,10.1038/ncomms8956
15547111,10.1124/jpet.104.074195
26272905,10.1126/science.aaa0508
25263949,10.1139/bcb-2014-0075
18381294,10.1074/jbc.m708933200
20876746,10.1158/1535-7163.mct-10-0124
23593420,10.1371/journal.pone.0061167
23613781,10.1371/journal.pone.0061052
18384566,10.1111/j.1540-8191.2007.00561.x
22773422,10.1161/circresaha.112.272526
23637748,10.1371/journal.pone.0060369
23592791,10.1074/jbc.m113.467159
21862660,10.1124/jpet.111.179820
21848643,10.1111/j.1601-183x.2011.00723.x
16960354,10.1271/bbb.60142
15509205,10.1111/j.1442-2042.2004.00924.x
21925388,10.1016/j.molcel.2011.07.031
21900434,10.3122/jabfm.2011.05.100303
23521911,10.1111/cns.12069
21202222,10.1107/s1600536808010507
25695079,10.1155/2015/430185
21202018,10.1107/s1600536808006958
22761868,10.1371/journal.pone.0039684
23593473,10.1371/journal.pone.0061363
23614030,10.1371/journal.pone.0062178
25136578,10.1155/2014/345678
18445936,10.4103/0970-9290.40473
23563192,10.1038/pr.2013.58
21874227,10.3892/ijmm.2011.784
21202039,10.1107/s160053680800809x
15495094,10.1002/14651858.cd004274.pub2
23593363,10.1371/journal.pone.0060975
23558966,10.1007/s13277-013-0765-4
21854097,10.3109/08923973.2011.599034
23555281,10.1371/journal.pgen.1003361
23577194,10.1371/journal.pone.0061089
23565736,10.1186/1471-2407-13-182
15516912,10.1038/nm1104-1168
25995336,10.15252/emmm.201505088
18310392,10.1097/aog.0b013e318169f722
21810069,10.3109/10837450.2011.598161
18392249,
18231701,10.1007/s00266-007-9108-4
16954355,10.7326/0003-4819-145-5-200609050-00003
22477058,10.3758/s13414-012-0292-1
23548901,10.1074/jbc.m112.447086
23480815,10.1111/lam.12065
21854183,10.3109/08923973.2011.600765
24837198,10.1042/bsr20140020
18436040,10.1016/j.joen.2008.01.018
19436978,10.1007/s00108-008-2284-8
21831503,10.1016/j.ejogrb.2011.07.015
23533599,10.1371/journal.pone.0059021
18313935,10.1016/j.jcms.2007.08.002
24984017,10.1371/journal.pone.0101457
23555716,10.1371/journal.pone.0059580
23532688,10.1007/s13277-013-0702-6
21862097,10.1016/j.watres.2011.07.032
23472088,10.1371/journal.pone.0057525
23469181,10.1371/journal.pone.0057020
25120809,
23516546,10.1371/journal.pone.0058738
15367259,10.1111/j.1439-0531.2004.00500.x
23438478,10.1016/j.ajpath.2012.11.026
23229248,10.4317/medoral.18068
22669246,10.1152/ajpendo.00163.2012
19895380,10.1111/j.1600-0838.2009.00939.x
23554869,10.1371/journal.pone.0057801
15349101,10.1016/j.surg.2004.05.032
21755959,10.1021/mp200127u
21633303,10.1097/igc.0b013e318218730e
15099190,10.1042/cs20030389
23486834,10.5966/sctm.2012-0108
21770839,10.3109/08923973.2011.594954
25577201,10.1186/1475-2891-14-5
16873043,10.1016/j.profnurs.2006.06.002
21763177,10.1016/j.oraloncology.2011.06.502
17051976,
26098879,10.1371/journal.pone.0128648
21715568,10.1158/1078-0432.ccr-11-0592
22649503,10.1371/journal.pone.0036941
22621398,10.1186/1471-2202-13-50
23406204,10.1186/1743-8977-10-4
21743988,10.1007/s10661-011-2166-8
18193247,10.1007/s00404-007-0545-8
20663162,10.1186/1743-422x-7-169
22806817,10.1007/s11274-011-0825-0
21750577,10.1038/jes.2011.24
22567126,10.1371/journal.pone.0036093
16799107,10.1136/bjsm.2006.029231
18955300,10.1093/ecam/nem178
23417130,10.1016/j.ridd.2013.01.015
21736535,10.3109/08923973.2011.593180
21725610,10.3892/or.2011.1367
21720318,10.1038/nprot.2011.356
23456330,10.1007/s10059-013-0034-9
15316004,10.1074/jbc.m409166200
23437282,10.1371/journal.pone.0056966
23383143,10.1371/journal.pone.0055298
21201298,10.1107/s1600536808000287
16782903,10.1128/mcb.00845-06
17237576,05.01/ijaai.4758
24132976,10.3945/ajcn.113.072785
21201288,10.1107/s1600536807068614
15300189,10.1016/j.surg.2004.04.029
15276654,10.1016/j.bbadis.2004.04.006
18197254,10.1371/journal.pone.0001444
22526781,10.1007/s00253-012-4013-4
24098600,10.1371/journal.pone.0078521
18810275,10.1155/2008/649808
18566687,10.1155/2008/961753
15270964,10.1111/j.1365-2044.2004.03833.x
23393583,10.1371/journal.pone.0055482
21706196,10.1007/s00248-011-9893-9
19554077,
21632868,10.1124/jpet.111.180174
21704741,10.1016/j.actbio.2011.06.015
21545182,10.1021/bc2000484
19406399,10.1016/j.fertnstert.2009.03.075
22495828,10.1002/mc.21915
21200648,10.1107/s160053680706151x
23383034,10.1371/journal.pone.0055008
21200546,10.1107/s1600536807061296
23372666,10.1371/journal.pone.0053725
21595826,10.1111/j.1601-183x.2011.00702.x
23383203,10.1371/journal.pone.0055487
23349727,10.1371/journal.pone.0053654
21632882,10.1093/cvr/cvr154
22524197,10.1186/1741-7015-10-40
21633393,10.1038/gt.2011.82
16670129,10.7326/0003-4819-144-9-200605020-00003
23382911,10.1371/journal.pone.0054540
16579874,10.1007/s11882-006-0040-5
15297708,10.1538/expanim.53.347
15281514,10.1213/01.ane.0000116927.80080.1e
23349848,10.1371/journal.pone.0054303
21200519,10.1107/s1600536807065361
19358990,10.1016/j.ijgo.2009.03.008
21200490,10.1107/s1600536807065051
23348996,10.3390/molecules18021434
21200562,10.1107/s1600536807056309
21200552,10.1107/s1600536807066512
26035306,10.1371/journal.pone.0128753
22451649,10.1074/jbc.m112.345058
21200644,10.1107/s1600536807062873
21200634,10.1107/s1600536807063143
23301071,10.1371/journal.pone.0053431
24446669,10.1089/thy.2012.0499
15285468,
25976679,10.1158/1535-7163.mct-14-0672
19794843,10.4161/psb.4.4.8155
23305114,10.1186/1472-6882-13-10
23326583,10.1371/journal.pone.0054125
23306556,10.1038/cdd.2012.158
15254533,10.1038/nature02715
24872563,10.1523/jneurosci.0293-14.2014
22476930,10.1007/s10456-012-9268-y
17996074,10.1186/1472-6947-7-34
19277796,10.1007/s11605-009-0835-5
21200602,10.1107/s160053680706254x
16874686,
16632562,10.1136/bjsm.37.5.377
21571106,10.1016/j.actbio.2011.04.028
23341893,10.1371/journal.pone.0052184
20455114,10.1080/13607860903046578
11867481,10.1136/bjsm.36.1.3
17959969,10.1213/01.ane.0000282835.10607.b8
23365619,10.1155/2012/549102
23327191,10.3109/07357907.2012.716468
23321403,10.1016/j.jash.2012.11.006
16594919,10.1111/j.1447-0756.2006.00373.x
23271362,10.1007/s13277-012-0625-7
15133156,10.1104/pp.104.040949
21640585,10.1016/j.bmcl.2011.05.028
23272116,10.1371/journal.pone.0051549
22059288,
22393233,10.1242/jcs.103093
21565489,10.1016/j.ejca.2011.04.004
21492238,10.1111/j.1600-0501.2011.02193.x
26064984,10.1155/2015/532984
23285066,10.1371/journal.pone.0052491
24742302,10.1186/1471-2261-14-53
17951022,10.1016/j.ejso.2007.09.005
23244711,10.1186/1477-3155-10-46
23216584,10.1111/jcpt.12021
21516347,10.1007/s00299-011-1071-5
25378913,10.2147/dddt.s66724
15142171,10.1111/j.1464-410x.2003.04788.x
17939000,10.1007/s00270-007-9192-5
16333696,10.1007/s00261-005-0385-6
19718288,10.4103/0970-1591.36704
20414325,10.1038/cgt.2010.13
23926107,10.1074/jbc.m113.475335
21446757,10.1021/ac200096b
15050902,10.1016/j.bone.2003.12.020
15118164,10.1126/science.1096750
26559020,10.5582/bst.2015.01139
23178309,10.3390/molecules171213937
26453654,10.1128/ec.00147-15
17885785,10.1007/s00266-007-9033-6
24636424,10.1186/1757-2215-7-33
23908550,10.1177/0300060513489789
16478645,10.1016/j.jhin.2005.10.007
17903274,10.1186/1750-1326-2-19
11726470,10.1136/bjsm.35.6.380
22774922,10.1111/j.1476-5381.2012.02100.x
22374940,10.1158/1940-6207.capr-12-0002
17933655,10.1016/s0140-6736(07)61582-7
21461636,10.1007/s00125-011-2125-5
19182448,10.1248/yakushi.129.203
15073372,10.1126/science.1095374
22448038,10.1242/jcs.097295
21645216,10.1111/j.1478-3231.2011.02505.x
22332803,10.1162/jocn_a_00207
15119005,10.3349/ymj.2004.45.2.314
23884390,10.3945/jn.113.177550
21435017,10.1111/j.1600-0501.2011.02158.x
23878657,10.4314/mmj.v19i3.10940
17883901,10.1211/jpp.59.9.0015
18193107,10.3164/jcbn.2007018
15044043,10.1016/j.ejphar.2004.02.002
24633362,10.1371/journal.pone.0088779
22256989,10.1021/mp2005164
23157228,10.1186/1471-2091-13-25
24594688,10.1371/journal.pone.0090396
21425374,10.1002/ptr.3461
19145153,10.1227/01.neu.0000335776.93176.83
22275487,10.1161/circresaha.111.259507
26921319,10.1074/jbc.m116.713693
19499964,10.2165/00044011-200929070-00005
19175016,
15031615,10.1159/000077346
21373753,10.3892/ijo.2011.959
20619923,10.1016/j.lungcan.2010.06.005
26903631,10.1073/pnas.1516945113
16459994,10.3171/foc.2006.20.1.5
21406725,10.1182/blood-2010-07-298083
17827835,10.2169/internalmedicine.46.0072
21358639,10.1038/ni.2004
16549047,
16525347,10.1097/01.shk.0000189595.35661.40
21350878,10.1007/s00101-011-1863-6
23106158,10.1111/j.1750-3841.2012.02959.x
22309681,10.1016/j.cca.2012.01.028
23145157,10.1371/journal.pone.0049347
18181436,
15703630,10.1097/00001574-200403000-00010
23090633,10.1007/s13277-012-0562-5
21372295,10.1161/atvbaha.110.221804
17184598,
16719806,10.2174/156802606776743165
16467873,10.1038/sj.cr.7310005
14766451,10.1080/01443610410001645442
21327539,10.1007/s00109-011-0723-9
21328402,10.1002/jcc.21740
21367625,10.1016/j.jdiacomp.2011.01.003
21061058,10.1007/s10456-010-9193-x
25825238,10.1017/s0016672315000026
23082150,10.1371/journal.pone.0047218
17683357,10.1111/j.1423-0410.2007.00946.x
22261338,10.1016/j.canlet.2012.01.013
23077308,10.1128/jvi.01969-12
25823930,10.1002/cncr.29381
22249251,10.1038/onc.2011.600
24587013,10.1371/journal.pone.0089756
19366276,10.2165/00044011-200929050-00007
21793800,10.1042/cs20110295
21198400,10.1089/scd.2010.0517
21303927,10.1242/jcs.076869
23569871,10.1016/s2221-1691(12)60253-6
16357560,10.1097/01.cco.0000198974.59239.3c
23071727,10.1371/journal.pone.0047110
23071632,10.1371/journal.pone.0046769
21315176,10.1016/j.biocel.2011.02.001
23093835,10.1155/2012/158232
21270176,10.2337/dc10-1957
21325635,10.1093/carcin/bgr033
21343162,10.1093/abbs/gmr008
22747081,10.1080/10408398.2010.513779
21325827,10.1159/000325210
16319281,10.1097/00006250-200512000-00055
22911396,10.1001/archpediatrics.2012.999
22203674,10.1074/jbc.m111.324632
21324363,10.1016/j.nbd.2011.02.007
21243427,10.1007/s11064-011-0405-6
22123660,10.1097/moh.0b013e32834da93b
22833948,10.4155/tde.10.113
20795947,10.1042/cs20100226
20021100,10.1080/15376520490434692
17523738,10.2165/00044011-200424120-00006
15165110,10.1007/bf02830700
22999633,10.1186/1742-2094-9-223
17588946,10.1074/jbc.m701050200
15025034,
16555436,
22847454,10.3858/emm.2012.44.10.067
26817771,10.1098/rspb.2015.2888
23049906,10.1371/journal.pone.0045965
25714795,10.1021/acs.biochem.5b00087
15759553,
22174681,10.1371/journal.ppat.1002418
16398468,10.3171/foc.2005.19.5.5
22969152,10.1194/jlr.m029314
22966070,10.2337/db11-1388
14672915,10.1165/rcmb.2003-0340oc
22973103,10.2147/ijn.s35502
25093330,10.1371/journal.pone.0103951
26228097,10.1111/apt.13334
21213097,10.1007/s13277-010-0152-3
22988296,10.1128/mcb.00935-12
14643807,10.1016/s1010-7940(03)00577-3
11477008,10.1136/bjsm.35.4.209-a
22984265,10.1074/jbc.m112.367490
21212407,10.1158/1940-6207.capr-10-0367
21219093,10.3109/02699052.2010.542430
21158857,10.1111/j.1469-7580.2010.01321.x
20883115,10.1089/ten.tea.2010.0385
14642133,
22955286,10.1074/jbc.m112.398776
21158588,10.3109/02713683.2010.525679
14709792,10.1385/endo:22:3:193
14633524,10.1213/01.ane.0000090146.02929.2e
16373256,10.1080/08916930500285857
16204194,10.1101/gr.4258005
17882767,
22869475,10.3349/ymj.2012.53.5.931
20584094,10.1111/j.1469-7580.2010.01257.x
20809291,10.1007/s10495-010-0537-1
21493417,10.1177/0194599810391728
22912826,10.1371/journal.pone.0043204
22066019,10.1371/journal.pone.0026943
22898818,10.1074/jbc.c112.403048
22927408,10.1073/pnas.1209746109
25030358,10.1007/s10549-014-3053-0
22897821,10.1186/cc11478
22969274,10.1155/2012/614356
22072718,10.1074/jbc.m111.275073
20384599,10.1111/j.1600-0447.2010.01561.x
22182570,10.1603/en10038
21131783,10.4161/cc.9.24.14245
22076676,10.3892/ijo.2011.1255
22932725,10.1038/cddis.2012.126
22888003,10.1074/jbc.m112.369595
26186588,10.1371/journal.pone.0133117
14587731,10.1039/b308034j
23737723,10.1155/2013/684690
22019085,10.1016/j.cmet.2011.09.008
22912865,10.1371/journal.pone.0043383
21158696,10.3109/08923973.2010.540713
14714201,10.1007/s00709-003-0014-6
22879938,10.1371/journal.pone.0042310
17722322,
21259280,10.1002/clc.20818
22050509,10.1089/end.2011.0133
16080255,
16623054,
22911823,10.1371/journal.pone.0041610
21187457,
21129477,10.1016/j.jep.2010.11.054
17414803,10.1249/mss.0b013e31802f04f6
22865880,10.1074/jbc.m112.385922
22864239,10.3390/molecules17089306
12933396,10.1213/01.ane.0000076142.42255.bf
19895702,10.1186/1477-7819-7-82
17851420,10.3390/12030673
25631449,10.1038/nature14090
22621320,10.1042/bj20112024
22860118,10.1371/journal.pone.0042361
25578966,10.1093/nar/gku1368
21044834,10.1016/j.ejca.2010.09.045
21948082,10.1084/jem.20110680
22009755,10.1074/jbc.m111.270926
22024282,10.1016/j.cellsig.2011.10.008
22848619,10.1371/journal.pone.0041820
18758872,10.1007/s11695-008-9661-1
18633013,10.1213/ane.0b013e31817b7732
21081474,10.1093/carcin/bgq234
21077803,10.3109/08923973.2010.532804
12958150,10.1096/fj.03-0311fje
17433423,10.1016/j.ygyno.2007.02.027
21964739,10.1007/s11060-011-0727-x
22818000,10.1186/1472-6882-12-104
22621620,10.1111/j.1349-7006.2012.02337.x
24353159,10.1126/scitranslmed.3007762
22848667,10.1371/journal.pone.0041940
21078266,10.3736/jcim20101105
20938944,10.1002/chem.201002071
22844422,10.1371/journal.pone.0040992
